"","ReviewID","DestinationID_x","UserID","Rating","ReviewText","Name_x","State","Type","Popularity","BestTimeToVisit","HistoryID","DestinationID_y","VisitDate","ExperienceRating","Name_y","Email","Preferences","Gender","NumberOfAdults","NumberOfChildren"
"11","5","2","1309","1","A historical wonder with rich heritage and architecture! Visiting Red Fort was amazing.","Red Fort","Delhi","Historical","9.3525","Oct-Mar","3523","1175","23/1/2024","3","Vikram1309","vikram1309@gmail.com","Nature","Male","2","0"
"12","5","2","1309","1","A historical wonder with rich heritage and architecture! Visiting Red Fort was amazing.","Red Fort","Delhi","Historical","9.3525","Oct-Mar","4350","1450","22/1/2024","5","Vikram1309","vikram1309@gmail.com","Nature","Male","2","0"
"13","5","2","1309","1","A historical wonder with rich heritage and architecture! Visiting Red Fort was amazing.","Red Fort","Delhi","Historical","9.3525","Oct-Mar","4975","1659","17/2/2024","5","Vikram1309","vikram1309@gmail.com","Nature","Male","2","0"
"14","6","2","1020","5","A historical wonder with rich heritage and architecture! Visiting Red Fort was amazing.","Red Fort","Delhi","Historical","9.3525","Oct-Mar","2114","705","25/1/2024","3","Aditya1020","aditya1020@gmail.com","Nature","Male","2","0"
"15","6","2","1020","5","A historical wonder with rich heritage and architecture! Visiting Red Fort was amazing.","Red Fort","Delhi","Historical","9.3525","Oct-Mar","2150","717","4/2/2024","5","Aditya1020","aditya1020@gmail.com","Nature","Male","2","0"
"16","6","2","1020","5","A historical wonder with rich heritage and architecture! Visiting Red Fort was amazing.","Red Fort","Delhi","Historical","9.3525","Oct-Mar","3666","1222","1/2/2024","4","Aditya1020","aditya1020@gmail.com","Nature","Male","2","0"
"17","6","2","1020","5","A historical wonder with rich heritage and architecture! Visiting Red Fort was amazing.","Red Fort","Delhi","Historical","9.3525","Oct-Mar","5921","1974","23/2/2024","3","Aditya1020","aditya1020@gmail.com","Nature","Male","2","0"
"18","7","3","594","3","A peaceful and spiritually uplifting destination. Visiting Golden Temple was amazing.","Golden Temple","Punjab","Religious","8.694","Oct-Mar","2349","783","4/2/2024","3","Komal594","komal594@gmail.com","Beach","Female","1","2"
"19","7","3","594","3","A peaceful and spiritually uplifting destination. Visiting Golden Temple was amazing.","Golden Temple","Punjab","Religious","8.694","Oct-Mar","4707","1569","25/1/2024","5","Komal594","komal594@gmail.com","Beach","Female","1","2"
"20","8","3","990","2","A peaceful and spiritually uplifting destination. Visiting Golden Temple was amazing.","Golden Temple","Punjab","Religious","8.694","Oct-Mar","833","278","12/1/2024","3","Priya990","priya990@gmail.com","Beach","Female","2","0"
"21","8","3","990","2","A peaceful and spiritually uplifting destination. Visiting Golden Temple was amazing.","Golden Temple","Punjab","Religious","8.694","Oct-Mar","1508","503","10/3/2024","3","Priya990","priya990@gmail.com","Beach","Female","2","0"
"22","8","3","990","2","A peaceful and spiritually uplifting destination. Visiting Golden Temple was amazing.","Golden Temple","Punjab","Religious","8.694","Oct-Mar","1997","666","20/1/2024","4","Priya990","priya990@gmail.com","Beach","Female","2","0"
"23","9","3","1649","4","A peaceful and spiritually uplifting destination. Visiting Golden Temple was amazing.","Golden Temple","Punjab","Religious","8.694","Oct-Mar","2067","689","31/1/2024","3","Ankit1649","ankit1649@gmail.com","Beach","Male","1","0"
"24","9","3","1649","4","A peaceful and spiritually uplifting destination. Visiting Golden Temple was amazing.","Golden Temple","Punjab","Religious","8.694","Oct-Mar","5635","1879","3/3/2024","3","Ankit1649","ankit1649@gmail.com","Beach","Male","1","0"
"25","10","4","610","4","A historical wonder with rich heritage and architecture! Visiting Amer Fort was amazing.","Amer Fort","Rajasthan","Historical","8.2926","Oct-Mar","2739","913","3/3/2024","3","Sunita610","sunita610@gmail.com","Historical","Female","3","0"
"26","10","4","610","4","A historical wonder with rich heritage and architecture! Visiting Amer Fort was amazing.","Amer Fort","Rajasthan","Historical","8.2926","Oct-Mar","4970","1657","7/1/2024","4","Sunita610","sunita610@gmail.com","Historical","Female","3","0"
"27","11","4","150","1","A historical wonder with rich heritage and architecture! Visiting Amer Fort was amazing.","Amer Fort","Rajasthan","Historical","8.2926","Oct-Mar","383","128","16/1/2024","4","Komal150","komal150@gmail.com","Nature","Female","4","0"
"28","11","4","150","1","A historical wonder with rich heritage and architecture! Visiting Amer Fort was amazing.","Amer Fort","Rajasthan","Historical","8.2926","Oct-Mar","622","208","7/3/2024","4","Komal150","komal150@gmail.com","Nature","Female","4","0"
"29","11","4","150","1","A historical wonder with rich heritage and architecture! Visiting Amer Fort was amazing.","Amer Fort","Rajasthan","Historical","8.2926","Oct-Mar","1639","547","17/1/2024","3","Komal150","komal150@gmail.com","Nature","Female","4","0"
"30","11","4","150","1","A historical wonder with rich heritage and architecture! Visiting Amer Fort was amazing.","Amer Fort","Rajasthan","Historical","8.2926","Oct-Mar","2173","725","11/2/2024","4","Komal150","komal150@gmail.com","Nature","Female","4","0"
"31","11","4","150","1","A historical wonder with rich heritage and architecture! Visiting Amer Fort was amazing.","Amer Fort","Rajasthan","Historical","8.2926","Oct-Mar","4268","1423","28/1/2024","4","Komal150","komal150@gmail.com","Nature","Female","4","0"
"32","11","4","150","1","A historical wonder with rich heritage and architecture! Visiting Amer Fort was amazing.","Amer Fort","Rajasthan","Historical","8.2926","Oct-Mar","5793","1931","26/2/2024","5","Komal150","komal150@gmail.com","Nature","Female","4","0"
"33","13","5","852","4","A historical wonder with rich heritage and architecture! Visiting Hawa Mahal was amazing.","Hawa Mahal","Rajasthan","Historical","6.96","Oct-Mar","2194","732","11/2/2024","3","Rekha852","rekha852@gmail.com","Adventure","Female","3","1"
"34","13","5","852","4","A historical wonder with rich heritage and architecture! Visiting Hawa Mahal was amazing.","Hawa Mahal","Rajasthan","Historical","6.96","Oct-Mar","3244","1082","18/2/2024","3","Rekha852","rekha852@gmail.com","Adventure","Female","3","1"
"35","13","5","852","4","A historical wonder with rich heritage and architecture! Visiting Hawa Mahal was amazing.","Hawa Mahal","Rajasthan","Historical","6.96","Oct-Mar","3440","1147","30/1/2024","3","Rekha852","rekha852@gmail.com","Adventure","Female","3","1"
"36","13","5","852","4","A historical wonder with rich heritage and architecture! Visiting Hawa Mahal was amazing.","Hawa Mahal","Rajasthan","Historical","6.96","Oct-Mar","3516","1172","21/2/2024","3","Rekha852","rekha852@gmail.com","Adventure","Female","3","1"
"37","13","5","852","4","A historical wonder with rich heritage and architecture! Visiting Hawa Mahal was amazing.","Hawa Mahal","Rajasthan","Historical","6.96","Oct-Mar","3571","1191","4/2/2024","3","Rekha852","rekha852@gmail.com","Adventure","Female","3","1"
"38","13","5","852","4","A historical wonder with rich heritage and architecture! Visiting Hawa Mahal was amazing.","Hawa Mahal","Rajasthan","Historical","6.96","Oct-Mar","5944","1982","31/3/2024","5","Rekha852","rekha852@gmail.com","Adventure","Female","3","1"
"39","14","5","952","2","A historical wonder with rich heritage and architecture! Visiting Hawa Mahal was amazing.","Hawa Mahal","Rajasthan","Historical","6.96","Oct-Mar","751","251","26/1/2024","4","Divya952","divya952@gmail.com","City","Female","4","0"
"40","14","5","952","2","A historical wonder with rich heritage and architecture! Visiting Hawa Mahal was amazing.","Hawa Mahal","Rajasthan","Historical","6.96","Oct-Mar","1206","402","1/1/2024","5","Divya952","divya952@gmail.com","City","Female","4","0"
"41","14","5","952","2","A historical wonder with rich heritage and architecture! Visiting Hawa Mahal was amazing.","Hawa Mahal","Rajasthan","Historical","6.96","Oct-Mar","1747","583","11/3/2024","3","Divya952","divya952@gmail.com","City","Female","4","0"
"42","14","5","952","2","A historical wonder with rich heritage and architecture! Visiting Hawa Mahal was amazing.","Hawa Mahal","Rajasthan","Historical","6.96","Oct-Mar","2993","998","12/1/2024","4","Divya952","divya952@gmail.com","City","Female","4","0"
"43","15","5","697","5","A historical wonder with rich heritage and architecture! Visiting Hawa Mahal was amazing.","Hawa Mahal","Rajasthan","Historical","6.96","Oct-Mar","1157","386","3/2/2024","5","Nikhil697","nikhil697@gmail.com","Nature","Male","4","1"
"44","15","5","697","5","A historical wonder with rich heritage and architecture! Visiting Hawa Mahal was amazing.","Hawa Mahal","Rajasthan","Historical","6.96","Oct-Mar","2906","969","14/3/2024","3","Nikhil697","nikhil697@gmail.com","Nature","Male","4","1"
"45","15","5","697","5","A historical wonder with rich heritage and architecture! Visiting Hawa Mahal was amazing.","Hawa Mahal","Rajasthan","Historical","6.96","Oct-Mar","3594","1198","29/2/2024","4","Nikhil697","nikhil697@gmail.com","Nature","Male","4","1"
"46","15","5","697","5","A historical wonder with rich heritage and architecture! Visiting Hawa Mahal was amazing.","Hawa Mahal","Rajasthan","Historical","6.96","Oct-Mar","4000","1334","28/1/2024","4","Nikhil697","nikhil697@gmail.com","Nature","Male","4","1"
"47","15","5","697","5","A historical wonder with rich heritage and architecture! Visiting Hawa Mahal was amazing.","Hawa Mahal","Rajasthan","Historical","6.96","Oct-Mar","4490","1497","28/3/2024","5","Nikhil697","nikhil697@gmail.com","Nature","Male","4","1"
"48","15","5","697","5","A historical wonder with rich heritage and architecture! Visiting Hawa Mahal was amazing.","Hawa Mahal","Rajasthan","Historical","6.96","Oct-Mar","4605","1535","3/2/2024","3","Nikhil697","nikhil697@gmail.com","Nature","Male","4","1"
"49","15","5","697","5","A historical wonder with rich heritage and architecture! Visiting Hawa Mahal was amazing.","Hawa Mahal","Rajasthan","Historical","6.96","Oct-Mar","5231","1744","25/3/2024","5","Nikhil697","nikhil697@gmail.com","Nature","Male","4","1"
"50","16","6","295","3","A historical wonder with rich heritage and architecture! Visiting Humayun's Tomb was amazing.","Humayun's Tomb","Delhi","Historical","6.9599","Oct-Mar","2287","763","4/2/2024","4","Shreya295","shreya295@gmail.com","Nature","Female","2","0"
"51","16","6","295","3","A historical wonder with rich heritage and architecture! Visiting Humayun's Tomb was amazing.","Humayun's Tomb","Delhi","Historical","6.9599","Oct-Mar","3283","1095","9/2/2024","5","Shreya295","shreya295@gmail.com","Nature","Female","2","0"
"52","16","6","295","3","A historical wonder with rich heritage and architecture! Visiting Humayun's Tomb was amazing.","Humayun's Tomb","Delhi","Historical","6.9599","Oct-Mar","4384","1462","18/2/2024","3","Shreya295","shreya295@gmail.com","Nature","Female","2","0"
"53","17","6","1765","3","A historical wonder with rich heritage and architecture! Visiting Humayun's Tomb was amazing.","Humayun's Tomb","Delhi","Historical","6.9599","Oct-Mar","2424","808","23/3/2024","4","Nikhil1765","nikhil1765@gmail.com","Nature","Male","2","0"
"54","17","6","1765","3","A historical wonder with rich heritage and architecture! Visiting Humayun's Tomb was amazing.","Humayun's Tomb","Delhi","Historical","6.9599","Oct-Mar","2800","934","8/2/2024","3","Nikhil1765","nikhil1765@gmail.com","Nature","Male","2","0"
"55","18","6","1504","3","A historical wonder with rich heritage and architecture! Visiting Humayun's Tomb was amazing.","Humayun's Tomb","Delhi","Historical","6.9599","Oct-Mar","74","25","3/3/2024","3","Deepak1504","deepak1504@gmail.com","City","Male","3","0"
"56","18","6","1504","3","A historical wonder with rich heritage and architecture! Visiting Humayun's Tomb was amazing.","Humayun's Tomb","Delhi","Historical","6.9599","Oct-Mar","575","192","27/2/2024","5","Deepak1504","deepak1504@gmail.com","City","Male","3","0"
"57","19","7","1998","4","A historical wonder with rich heritage and architecture! Visiting Qutub Minar was amazing.","Qutub Minar","Delhi","Historical","6.6652","Oct-Mar","537","179","12/1/2024","4","Amit1998","amit1998@gmail.com","Historical","Male","2","0"
"58","19","7","1998","4","A historical wonder with rich heritage and architecture! Visiting Qutub Minar was amazing.","Qutub Minar","Delhi","Historical","6.6652","Oct-Mar","3006","1002","27/1/2024","5","Amit1998","amit1998@gmail.com","Historical","Male","2","0"
"59","20","7","268","3","A historical wonder with rich heritage and architecture! Visiting Qutub Minar was amazing.","Qutub Minar","Delhi","Historical","6.6652","Oct-Mar","5240","1747","23/2/2024","5","Aarti268","aarti268@gmail.com","Historical","Female","1","1"
"60","20","7","268","3","A historical wonder with rich heritage and architecture! Visiting Qutub Minar was amazing.","Qutub Minar","Delhi","Historical","6.6652","Oct-Mar","5920","1974","29/1/2024","4","Aarti268","aarti268@gmail.com","Historical","Female","1","1"
"61","21","7","1055","5","A historical wonder with rich heritage and architecture! Visiting Qutub Minar was amazing.","Qutub Minar","Delhi","Historical","6.6652","Oct-Mar","623","208","14/2/2024","5","Pankaj1055","pankaj1055@gmail.com","Adventure","Male","1","1"
"62","21","7","1055","5","A historical wonder with rich heritage and architecture! Visiting Qutub Minar was amazing.","Qutub Minar","Delhi","Historical","6.6652","Oct-Mar","1203","401","9/2/2024","3","Pankaj1055","pankaj1055@gmail.com","Adventure","Male","1","1"
"63","21","7","1055","5","A historical wonder with rich heritage and architecture! Visiting Qutub Minar was amazing.","Qutub Minar","Delhi","Historical","6.6652","Oct-Mar","5357","1786","21/1/2024","3","Pankaj1055","pankaj1055@gmail.com","Adventure","Male","1","1"
"64","22","8","218","3","A historical wonder with rich heritage and architecture! Visiting Mysore Palace was amazing.","Mysore Palace","Karnataka","Historical","9.098","Oct-Mar","2919","973","3/3/2024","5","Manoj218","manoj218@gmail.com","Nature","Male","1","1"
"65","22","8","218","3","A historical wonder with rich heritage and architecture! Visiting Mysore Palace was amazing.","Mysore Palace","Karnataka","Historical","9.098","Oct-Mar","4506","1502","7/3/2024","4","Manoj218","manoj218@gmail.com","Nature","Male","1","1"
"66","23","8","496","4","A historical wonder with rich heritage and architecture! Visiting Mysore Palace was amazing.","Mysore Palace","Karnataka","Historical","9.098","Oct-Mar","2225","742","4/2/2024","4","Ajay496","ajay496@gmail.com","Historical","Male","3","1"
"67","23","8","496","4","A historical wonder with rich heritage and architecture! Visiting Mysore Palace was amazing.","Mysore Palace","Karnataka","Historical","9.098","Oct-Mar","2834","945","13/3/2024","3","Ajay496","ajay496@gmail.com","Historical","Male","3","1"
"68","23","8","496","4","A historical wonder with rich heritage and architecture! Visiting Mysore Palace was amazing.","Mysore Palace","Karnataka","Historical","9.098","Oct-Mar","3195","1065","19/1/2024","4","Ajay496","ajay496@gmail.com","Historical","Male","3","1"
"69","24","8","251","3","A historical wonder with rich heritage and architecture! Visiting Mysore Palace was amazing.","Mysore Palace","Karnataka","Historical","9.098","Oct-Mar","3534","1178","20/2/2024","3","Rekha251","rekha251@gmail.com","Historical","Female","3","1"
"70","24","8","251","3","A historical wonder with rich heritage and architecture! Visiting Mysore Palace was amazing.","Mysore Palace","Karnataka","Historical","9.098","Oct-Mar","4702","1568","9/1/2024","4","Rekha251","rekha251@gmail.com","Historical","Female","3","1"
"71","25","9","921","2","A historical wonder with rich heritage and architecture! Visiting India Gate was amazing.","India Gate","Delhi","Historical","8.3","Oct-Mar","1065","355","14/3/2024","5","Pankaj921","pankaj921@gmail.com","City","Male","4","0"
"72","25","9","921","2","A historical wonder with rich heritage and architecture! Visiting India Gate was amazing.","India Gate","Delhi","Historical","8.3","Oct-Mar","3432","1144","15/2/2024","5","Pankaj921","pankaj921@gmail.com","City","Male","4","0"
"73","25","9","921","2","A historical wonder with rich heritage and architecture! Visiting India Gate was amazing.","India Gate","Delhi","Historical","8.3","Oct-Mar","3716","1239","22/3/2024","3","Pankaj921","pankaj921@gmail.com","City","Male","4","0"
"74","25","9","921","2","A historical wonder with rich heritage and architecture! Visiting India Gate was amazing.","India Gate","Delhi","Historical","8.3","Oct-Mar","5551","1851","23/3/2024","4","Pankaj921","pankaj921@gmail.com","City","Male","4","0"
"75","26","9","289","1","A historical wonder with rich heritage and architecture! Visiting India Gate was amazing.","India Gate","Delhi","Historical","8.3","Oct-Mar","676","226","5/2/2024","5","Sachin289","sachin289@gmail.com","City","Male","1","0"
"76","26","9","289","1","A historical wonder with rich heritage and architecture! Visiting India Gate was amazing.","India Gate","Delhi","Historical","8.3","Oct-Mar","3709","1237","5/3/2024","3","Sachin289","sachin289@gmail.com","City","Male","1","0"
"77","26","9","289","1","A historical wonder with rich heritage and architecture! Visiting India Gate was amazing.","India Gate","Delhi","Historical","8.3","Oct-Mar","4333","1445","26/1/2024","4","Sachin289","sachin289@gmail.com","City","Male","1","0"
"78","26","9","289","1","A historical wonder with rich heritage and architecture! Visiting India Gate was amazing.","India Gate","Delhi","Historical","8.3","Oct-Mar","5493","1831","8/3/2024","4","Sachin289","sachin289@gmail.com","City","Male","1","0"
"79","26","9","289","1","A historical wonder with rich heritage and architecture! Visiting India Gate was amazing.","India Gate","Delhi","Historical","8.3","Oct-Mar","5547","1849","3/3/2024","4","Sachin289","sachin289@gmail.com","City","Male","1","0"
"80","27","9","104","3","A historical wonder with rich heritage and architecture! Visiting India Gate was amazing.","India Gate","Delhi","Historical","8.3","Oct-Mar","4276","1426","26/3/2024","4","Swati104","swati104@gmail.com","Beach","Female","4","0"
"81","27","9","104","3","A historical wonder with rich heritage and architecture! Visiting India Gate was amazing.","India Gate","Delhi","Historical","8.3","Oct-Mar","4952","1651","26/1/2024","5","Swati104","swati104@gmail.com","Beach","Female","4","0"
"82","27","9","104","3","A historical wonder with rich heritage and architecture! Visiting India Gate was amazing.","India Gate","Delhi","Historical","8.3","Oct-Mar","5917","1973","23/2/2024","3","Swati104","swati104@gmail.com","Beach","Female","4","0"
"83","28","10","1937","4","A historical wonder with rich heritage and architecture! Visiting Gateway of India was amazing.","Gateway of India","Maharashtra","Historical","8.622","Oct-Mar","966","322","6/1/2024","4","Ajay1937","ajay1937@gmail.com","City","Male","3","0"
"84","28","10","1937","4","A historical wonder with rich heritage and architecture! Visiting Gateway of India was amazing.","Gateway of India","Maharashtra","Historical","8.622","Oct-Mar","1346","449","29/1/2024","4","Ajay1937","ajay1937@gmail.com","City","Male","3","0"
"85","28","10","1937","4","A historical wonder with rich heritage and architecture! Visiting Gateway of India was amazing.","Gateway of India","Maharashtra","Historical","8.622","Oct-Mar","1702","568","16/2/2024","4","Ajay1937","ajay1937@gmail.com","City","Male","3","0"
"86","28","10","1937","4","A historical wonder with rich heritage and architecture! Visiting Gateway of India was amazing.","Gateway of India","Maharashtra","Historical","8.622","Oct-Mar","4879","1627","28/1/2024","5","Ajay1937","ajay1937@gmail.com","City","Male","3","0"
"87","29","10","1770","5","A historical wonder with rich heritage and architecture! Visiting Gateway of India was amazing.","Gateway of India","Maharashtra","Historical","8.622","Oct-Mar","4571","1524","2/2/2024","5","Sachin1770","sachin1770@gmail.com","Nature","Male","1","0"
"88","30","10","857","2","A historical wonder with rich heritage and architecture! Visiting Gateway of India was amazing.","Gateway of India","Maharashtra","Historical","8.622","Oct-Mar","888","296","17/1/2024","5","Ajay857","ajay857@gmail.com","City","Male","4","0"
"89","30","10","857","2","A historical wonder with rich heritage and architecture! Visiting Gateway of India was amazing.","Gateway of India","Maharashtra","Historical","8.622","Oct-Mar","1319","440","27/3/2024","4","Ajay857","ajay857@gmail.com","City","Male","4","0"
"90","30","10","857","2","A historical wonder with rich heritage and architecture! Visiting Gateway of India was amazing.","Gateway of India","Maharashtra","Historical","8.622","Oct-Mar","3401","1134","29/1/2024","3","Ajay857","ajay857@gmail.com","City","Male","4","0"
"91","30","10","857","2","A historical wonder with rich heritage and architecture! Visiting Gateway of India was amazing.","Gateway of India","Maharashtra","Historical","8.622","Oct-Mar","4100","1367","18/2/2024","4","Ajay857","ajay857@gmail.com","City","Male","4","0"
"92","31","11","1972","2","A historical wonder with rich heritage and architecture! Visiting Ajanta Caves was amazing.","Ajanta Caves","Maharashtra","Historical","6.5523","Oct-Mar","277","93","24/1/2024","5","Deepak1972","deepak1972@gmail.com","Adventure","Male","2","0"
"93","31","11","1972","2","A historical wonder with rich heritage and architecture! Visiting Ajanta Caves was amazing.","Ajanta Caves","Maharashtra","Historical","6.5523","Oct-Mar","4430","1477","15/3/2024","4","Deepak1972","deepak1972@gmail.com","Adventure","Male","2","0"
"94","31","11","1972","2","A historical wonder with rich heritage and architecture! Visiting Ajanta Caves was amazing.","Ajanta Caves","Maharashtra","Historical","6.5523","Oct-Mar","5025","1675","28/1/2024","5","Deepak1972","deepak1972@gmail.com","Adventure","Male","2","0"
"95","32","11","1667","3","A historical wonder with rich heritage and architecture! Visiting Ajanta Caves was amazing.","Ajanta Caves","Maharashtra","Historical","6.5523","Oct-Mar","268","90","9/3/2024","4","Komal1667","komal1667@gmail.com","Historical","Female","3","1"
"96","32","11","1667","3","A historical wonder with rich heritage and architecture! Visiting Ajanta Caves was amazing.","Ajanta Caves","Maharashtra","Historical","6.5523","Oct-Mar","720","240","2/2/2024","3","Komal1667","komal1667@gmail.com","Historical","Female","3","1"
"97","32","11","1667","3","A historical wonder with rich heritage and architecture! Visiting Ajanta Caves was amazing.","Ajanta Caves","Maharashtra","Historical","6.5523","Oct-Mar","4980","1660","13/3/2024","3","Komal1667","komal1667@gmail.com","Historical","Female","3","1"
"98","33","11","1913","5","A historical wonder with rich heritage and architecture! Visiting Ajanta Caves was amazing.","Ajanta Caves","Maharashtra","Historical","6.5523","Oct-Mar","4102","1368","22/2/2024","3","Rashmi1913","rashmi1913@gmail.com","Nature","Female","1","0"
"99","34","12","1477","3","A historical wonder with rich heritage and architecture! Visiting Ellora Caves was amazing.","Ellora Caves","Maharashtra","Historical","9.4103","Oct-Mar","3448","1150","18/1/2024","5","Harish1477","harish1477@gmail.com","Beach","Male","2","0"
"100","34","12","1477","3","A historical wonder with rich heritage and architecture! Visiting Ellora Caves was amazing.","Ellora Caves","Maharashtra","Historical","9.4103","Oct-Mar","3752","1251","24/3/2024","4","Harish1477","harish1477@gmail.com","Beach","Male","2","0"
"101","34","12","1477","3","A historical wonder with rich heritage and architecture! Visiting Ellora Caves was amazing.","Ellora Caves","Maharashtra","Historical","9.4103","Oct-Mar","3886","1296","15/3/2024","5","Harish1477","harish1477@gmail.com","Beach","Male","2","0"
"102","34","12","1477","3","A historical wonder with rich heritage and architecture! Visiting Ellora Caves was amazing.","Ellora Caves","Maharashtra","Historical","9.4103","Oct-Mar","3999","1333","5/2/2024","3","Harish1477","harish1477@gmail.com","Beach","Male","2","0"
"103","34","12","1477","3","A historical wonder with rich heritage and architecture! Visiting Ellora Caves was amazing.","Ellora Caves","Maharashtra","Historical","9.4103","Oct-Mar","5553","1851","1/2/2024","4","Harish1477","harish1477@gmail.com","Beach","Male","2","0"
"104","36","12","1021","5","A historical wonder with rich heritage and architecture! Visiting Ellora Caves was amazing.","Ellora Caves","Maharashtra","Historical","9.4103","Oct-Mar","2095","699","4/2/2024","5","Manoj1021","manoj1021@gmail.com","Historical","Male","2","0"
"105","36","12","1021","5","A historical wonder with rich heritage and architecture! Visiting Ellora Caves was amazing.","Ellora Caves","Maharashtra","Historical","9.4103","Oct-Mar","3597","1199","5/2/2024","3","Manoj1021","manoj1021@gmail.com","Historical","Male","2","0"
"106","36","12","1021","5","A historical wonder with rich heritage and architecture! Visiting Ellora Caves was amazing.","Ellora Caves","Maharashtra","Historical","9.4103","Oct-Mar","3969","1323","19/1/2024","4","Manoj1021","manoj1021@gmail.com","Historical","Male","2","0"
"107","37","13","957","4","A peaceful and spiritually uplifting destination. Visiting Meenakshi Amman Temple was amazing.","Meenakshi Amman Temple","Tamil Nadu","Religious","8.9964","Oct-Mar","1081","361","14/2/2024","4","Rekha957","rekha957@gmail.com","Adventure","Female","3","0"
"108","37","13","957","4","A peaceful and spiritually uplifting destination. Visiting Meenakshi Amman Temple was amazing.","Meenakshi Amman Temple","Tamil Nadu","Religious","8.9964","Oct-Mar","1094","365","6/1/2024","4","Rekha957","rekha957@gmail.com","Adventure","Female","3","0"
"109","37","13","957","4","A peaceful and spiritually uplifting destination. Visiting Meenakshi Amman Temple was amazing.","Meenakshi Amman Temple","Tamil Nadu","Religious","8.9964","Oct-Mar","5006","1669","10/1/2024","5","Rekha957","rekha957@gmail.com","Adventure","Female","3","0"
"110","38","13","1801","3","A peaceful and spiritually uplifting destination. Visiting Meenakshi Amman Temple was amazing.","Meenakshi Amman Temple","Tamil Nadu","Religious","8.9964","Oct-Mar","2073","691","22/3/2024","5","Arjun1801","arjun1801@gmail.com","City","Male","1","1"
"111","38","13","1801","3","A peaceful and spiritually uplifting destination. Visiting Meenakshi Amman Temple was amazing.","Meenakshi Amman Temple","Tamil Nadu","Religious","8.9964","Oct-Mar","3349","1117","4/2/2024","5","Arjun1801","arjun1801@gmail.com","City","Male","1","1"
"112","38","13","1801","3","A peaceful and spiritually uplifting destination. Visiting Meenakshi Amman Temple was amazing.","Meenakshi Amman Temple","Tamil Nadu","Religious","8.9964","Oct-Mar","5370","1790","5/1/2024","4","Arjun1801","arjun1801@gmail.com","City","Male","1","1"
"113","39","13","1019","1","A peaceful and spiritually uplifting destination. Visiting Meenakshi Amman Temple was amazing.","Meenakshi Amman Temple","Tamil Nadu","Religious","8.9964","Oct-Mar","1956","652","10/1/2024","5","Sonal1019","sonal1019@gmail.com","Beach","Female","2","1"
